id,text,female,male,family,marriage,love,wealth,emotion,scandal,duty,class,society
435,He in society,0,1,0,0,0,0,0,0,0,0,1
436,He in the parlour,0,1,0,0,0,0,0,0,0,0,1
437,the household nuptials,0,0,1,1,0,0,0,0,0,0,0
438,proposal the household,0,0,1,1,0,0,0,0,0,0,0
439,the family with income,0,0,1,0,0,1,0,0,0,0,0
440,their sibling with fortune,0,0,1,0,0,1,0,0,0,0,0
441,their parents with sorrow,0,0,1,0,0,0,1,0,0,0,0
442,the family with calmness,0,0,1,0,0,0,1,0,0,0,0
443,for love the household,0,0,1,0,1,0,0,0,0,0,0
444,with devotion their sibling,0,0,1,0,1,0,0,0,0,0,0
445,a disgrace their cousin,0,0,1,0,0,0,0,1,0,0,0
446,in scandal the household,0,0,1,0,0,0,0,1,0,0,0
447,the household as proper,0,0,1,0,0,0,0,0,1,0,0
448,the family from duty,0,0,1,0,0,0,0,0,1,0,0
449,of noble birth their sibling,0,0,1,0,0,0,0,0,0,1,0
450,well-born their cousin,0,0,1,0,0,0,0,0,0,1,0
451,at the theatre the family,0,0,1,0,0,0,0,0,0,0,1
452,in society the household,0,0,1,0,0,0,0,0,0,0,1
453,rich courtship,0,0,0,1,0,1,0,0,0,0,0
454,marriage with an allowance,0,0,0,1,0,1,0,0,0,0,0
455,with delight matrimony,0,0,0,1,0,0,1,0,0,0,0
456,courtship with grief,0,0,0,1,0,0,1,0,0,0,0
457,courtship with devotion,0,0,0,1,1,0,0,0,0,0,0
458,nuptials with devotion,0,0,0,1,1,0,0,0,0,0,0
459,an impropriety marriage,0,0,0,1,0,0,0,1,0,0,0
460,a disgrace marriage,0,0,0,1,0,0,0,1,0,0,0
461,one ought engagement,0,0,0,1,0,0,0,0,1,0,0
462,from obligation engagement,0,0,0,1,0,0,0,0,1,0,0
463,of the peerage marriage,0,0,0,1,0,0,0,0,0,1,0
464,of high rank matrimony,0,0,0,1,0,0,0,0,0,1,0
465,at the dinner proposal,0,0,0,1,0,0,0,0,0,0,1
466,engagement in company,0,0,0,1,0,0,0,0,0,0,1
467,with anxiety with income,0,0,0,0,0,1,1,0,0,0,0
468,with an allowance with sorrow,0,0,0,0,0,1,1,0,0,0,0
469,without fortune with passion,0,0,0,0,1,1,0,0,0,0,0
470,for love without fortune,0,0,0,0,1,1,0,0,0,0,0
471,with income a ruin,0,0,0,0,0,1,0,1,0,0,0
472,rich a ruin,0,0,0,0,0,1,0,1,0,0,0
473,from duty with income,0,0,0,0,0,1,0,0,1,0,0
474,with fortune as required,0,0,0,0,0,1,0,0,1,0,0
475,of noble birth with fortune,0,0,0,0,0,1,0,0,0,1,0
476,without fortune well-born,0,0,0,0,0,1,0,0,0,1,0
477,in the parlour without fortune,0,0,0,0,0,1,0,0,0,0,1
478,at the theatre wealthy,0,0,0,0,0,1,0,0,0,0,1
479,with passion with joy,0,0,0,0,1,0,1,0,0,0,0
480,with devotion with joy,0,0,0,0,1,0,1,0,0,0,0
481,an impropriety with joy,0,0,0,0,0,0,1,1,0,0,0
482,with anxiety a ruin,0,0,0,0,0,0,1,1,0,0,0
483,as required with sorrow,0,0,0,0,0,0,1,0,1,0,0
484,as required with sorrow,0,0,0,0,0,0,1,0,1,0,0
485,with anxiety with title,0,0,0,0,0,0,1,0,0,1,0
486,with grief of the aristocracy,0,0,0,0,0,0,1,0,0,1,0
487,with sorrow in company,0,0,0,0,0,0,1,0,0,0,1
488,at the ball with sorrow,0,0,0,0,0,0,1,0,0,0,1
489,a disgrace with devotion,0,0,0,0,1,0,0,1,0,0,0
490,for love in scandal,0,0,0,0,1,0,0,1,0,0,0
491,one ought with devotion,0,0,0,0,1,0,0,0,1,0,0
492,one ought for love,0,0,0,0,1,0,0,0,1,0,0
493,of high rank for love,0,0,0,0,1,0,0,0,0,1,0
494,with devotion of noble birth,0,0,0,0,1,0,0,0,0,1,0
495,in company for love,0,0,0,0,1,0,0,0,0,0,1
496,with devotion at the assembly,0,0,0,0,1,0,0,0,0,0,1
497,in scandal one ought,0,0,0,0,0,0,0,1,1,0,0
498,a disgrace from obligation,0,0,0,0,0,0,0,1,1,0,0
499,an impropriety with title,0,0,0,0,0,0,0,1,0,1,0
500,at the dinner a ruin,0,0,0,0,0,0,0,1,0,0,1
501,at the theatre a scandal,0,0,0,0,0,0,0,1,0,0,1
502,well-born from duty,0,0,0,0,0,0,0,0,1,1,0
503,with title one ought,0,0,0,0,0,0,0,0,1,1,0
504,at the assembly as obligation,0,0,0,0,0,0,0,0,1,0,1
505,in refined circles as duty,0,0,0,0,0,0,0,0,1,0,1
506,of the aristocracy among society,0,0,0,0,0,0,0,0,0,1,1
507,among society well-born,0,0,0,0,0,0,0,0,0,1,1
508,courtship a scandal with passion,0,0,0,1,1,0,0,1,0,0,0
509,She the family with calmness,1,0,1,0,0,0,1,0,0,0,0
510,their cousin courtship a scandal,0,0,1,1,0,0,0,1,0,0,0
511,Her at the assembly without fortune,1,0,0,0,0,1,0,0,0,0,1
512,courtship with title rich,0,0,0,1,0,1,0,0,0,1,0
513,the bride among friends,1,0,0,1,0,0,0,0,0,0,1
514,of noble birth with income as required,0,0,0,0,0,1,0,0,1,1,0
515,His from romance with grief,0,1,0,0,1,0,1,0,0,0,0
516,He with an allowance as proper,0,1,0,0,0,1,0,0,1,0,0
517,His a disgrace with sorrow,0,1,0,0,0,0,1,1,0,0,0
518,Her as required with delight,1,0,0,0,0,0,1,0,1,0,0
519,courtship with devotion with delight,0,0,0,1,1,0,1,0,0,0,0
520,His their sibling as required,0,1,1,0,0,0,0,0,1,0,0
521,well-born in refined circles with delight,0,0,0,0,0,0,1,0,0,1,1
522,the family marriage with income,0,0,1,1,0,1,0,0,0,0,0
523,in society an impropriety for devotion,0,0,0,0,1,0,0,1,0,0,1
524,their sibling with income a scandal,0,0,1,0,0,1,0,1,0,0,0
525,matrimony with an allowance for love,0,0,0,1,1,1,0,0,0,0,0
526,He the household for love,0,1,1,0,1,0,0,0,0,0,0
527,She with title in society,1,0,0,0,0,0,0,0,0,1,1
528,with title at the ball with income,0,0,0,0,0,1,0,0,0,1,1
529,Her of the peerage with fortune,1,0,0,0,0,1,0,0,0,1,0
530,His with title from duty,0,1,0,0,0,0,0,0,1,1,0
531,His at the ball for love,0,1,0,0,1,0,0,0,0,0,1
532,their parents of the aristocracy from obligation,0,0,1,0,0,0,0,0,1,1,0
533,Her for love with calmness,1,0,0,0,1,0,1,0,0,0,0
534,His the family a scandal,0,1,1,0,0,0,0,1,0,0,0
535,the groom a scandal,0,1,0,1,0,0,0,1,0,0,0
536,well-born in refined circles a disgrace,0,0,0,0,0,0,0,1,0,1,1
537,their cousin from duty with calmness,0,0,1,0,0,0,1,0,1,0,0
538,with fortune in scandal with joy,0,0,0,0,0,1,1,1,0,0,0
539,courtship rich with calmness,0,0,0,1,0,1,1,0,0,0,0
540,He their cousin at the theatre,0,1,1,0,0,0,0,0,0,0,1
541,their cousin at the dinner one ought,0,0,1,0,0,0,0,0,1,0,1
542,Her rich with passion,1,0,0,0,1,1,0,0,0,0,0
543,in the parlour without fortune as required,0,0,0,0,0,1,0,0,1,0,1
544,Her courtship with income,1,0,0,1,0,1,0,0,0,0,0
545,proposal of noble birth in scandal,0,0,0,1,0,0,0,1,0,1,0
546,their parents with income with joy,0,0,1,0,0,1,1,0,0,0,0
547,in refined circles without fortune with calmness,0,0,0,0,0,1,1,0,0,0,1
548,their sibling a ruin with grief,0,0,1,0,0,0,1,1,0,0,0
549,among connections one ought with passion,0,0,0,0,0,1,0,0,1,0,1
550,marriage in company with income,0,0,0,1,0,1,0,0,0,0,1
551,of noble birth as proper a disgrace,0,0,0,0,0,0,0,1,1,1,0
552,matrimony in society as proper,0,0,0,1,0,0,0,0,1,0,1
553,their sibling at the theatre in scandal,0,0,1,0,0,0,0,1,0,0,1
554,their sibling of the aristocracy from romance,0,0,1,0,1,0,0,0,0,1,0
555,a ruin for love with sorrow,0,0,0,0,1,0,1,1,0,0,0
556,engagement with title for love,0,0,0,1,1,0,0,0,0,1,0
557,of high rank wealthy an impropriety,0,0,0,0,0,1,0,1,0,1,0
558,in the parlour one ought a disgrace,0,0,0,0,0,0,0,1,1,0,1
559,Her the household with devotion,1,0,1,0,1,0,0,0,0,0,0
560,at the assembly as required with delight,0,0,0,0,0,0,1,0,1,0,1
561,His their parents nuptials,0,1,1,1,0,0,0,0,0,0,0
562,Her a ruin with passion,1,0,0,0,1,0,0,1,0,0,0
563,one ought with devotion with anxiety,0,0,0,0,1,0,1,0,1,0,0
564,in refined circles for love with grief,0,0,0,0,1,0,1,0,0,0,1
565,wealthy one ought a ruin,0,0,0,0,0,1,0,1,1,0,0
566,their parents for love with delight,0,0,1,0,1,0,1,0,0,0,0
567,He rich a disgrace,0,1,0,0,0,1,0,1,0,0,0
568,their sibling courtship in refined circles,0,0,1,1,0,0,0,0,0,0,1
569,the household with title with joy,0,0,1,0,0,0,1,0,0,1,0
570,Her of high rank from obligation,1,0,0,0,0,0,0,0,1,1,0
571,His their cousin with sorrow,0,1,1,0,0,0,1,0,0,0,0
572,She rich one ought,1,0,0,0,0,1,0,0,1,0,0
573,marriage wealthy as proper,0,0,0,1,0,1,0,0,1,0,0
574,in society with fortune a disgrace,0,0,0,0,0,1,0,1,0,0,1
575,matrimony of the aristocracy with grief,0,0,0,1,0,0,1,0,0,1,0
576,He in scandal with devotion,0,1,0,0,1,0,0,1,0,0,0
577,well-born in the parlour from duty,0,0,0,0,0,0,0,0,1,1,1
578,She at the ball an impropriety,1,0,0,0,0,0,0,1,0,0,1
579,their parents in the parlour for love,0,0,1,0,1,0,0,0,0,0,1
580,He of high rank with fortune,0,1,0,0,0,1,0,0,0,1,0
581,the groom with anxiety,0,1,0,1,0,0,1,0,0,0,0
582,Her their sibling as required,1,0,1,0,0,0,0,0,1,0,0
583,He one ought with passion,0,1,0,0,1,0,0,0,1,0,0
584,Her the household of noble birth,1,0,1,0,0,0,0,0,0,1,0
585,She the household an impropriety,1,0,1,0,0,0,0,1,0,0,0
586,She the household without fortune,1,0,1,0,0,1,0,0,0,0,0
587,with title in refined circles from romance,0,0,0,0,1,0,0,0,0,1,1
588,She with income in scandal,1,0,0,0,0,1,0,1,0,0,0
589,well-born from duty with calmness,0,0,0,0,0,0,1,0,1,1,0
590,as required a disgrace with passion,0,0,0,0,1,0,0,1,1,0,0
591,courtship at the theatre with delight,0,0,0,1,0,0,1,0,0,0,1
592,without fortune in scandal for love,0,0,0,0,1,1,0,1,0,0,0
593,Her of the peerage a ruin,1,0,0,0,0,0,0,1,0,1,0
594,their parents one ought with devotion,0,0,1,0,1,0,0,0,1,0,0
595,their parents marriage with title,0,0,1,1,0,0,0,0,0,1,0
596,of the peerage from duty with passion,0,0,0,0,1,0,0,0,1,1,0
597,His without fortune with grief,0,1,0,0,0,1,1,0,0,0,0
598,as proper a disgrace with calmness,0,0,0,0,0,0,1,1,1,0,0
599,His with title a ruin,0,1,0,0,0,0,0,1,0,1,0
600,of noble birth from romance with delight,0,0,0,0,1,0,1,0,0,1,0
601,She with fortune with joy,1,0,0,0,0,1,1,0,0,0,0
602,He at the ball one ought,0,1,0,0,0,0,0,0,1,0,1
603,their parents with fortune with passion,0,0,1,0,1,1,0,0,0,0,0
604,courtship in company a ruin,0,0,0,1,0,0,0,1,0,0,1
605,Her in refined circles from obligation,1,0,0,0,0,0,0,0,1,0,1
606,the bride of the high rank,1,0,0,1,0,0,0,0,0,1,0
607,marriage at the theatre with devotion,0,0,0,1,1,0,0,0,0,0,1
