id,text,female,male,family,marriage,love,wealth,emotion,scandal,duty,class,society
442,wealthy The lady with admiration,1,0,0,0,0,1,1,0,0,0,0
443,from romance in secret with fortune The bride with affection,1,0,0,0,1,1,1,1,0,0,0
444,as proper among connections Her,1,0,0,0,0,0,0,0,1,0,1
445,proposal with happiness with company as required without love,0,0,0,1,1,0,1,0,1,0,1
446,at the ball nuptials cousin with title,0,0,1,1,0,0,0,0,0,1,1
447,at the ball The bride His,1,1,0,0,0,0,0,0,0,0,1
448,The bride niece in society,1,0,1,0,0,0,0,0,0,0,1
449,with a large dowry at the assembly niece as proper,0,0,1,0,0,1,0,0,1,0,1
450,with devotion She of noble birth with admiration,1,0,0,0,1,0,1,0,0,1,0
451,without fortune from duty with grief son with title,0,0,1,0,0,1,1,0,1,1,0
452,as expected rich engagement,0,0,0,1,0,1,0,0,1,0,0
453,with inheritance of the aristocracy courtship,0,0,0,1,0,1,0,0,0,1,0
454,at the ball from romance rich with affection,0,0,0,0,1,1,1,0,0,0,1
455,The gentleman wedding as required with sorrow a ruin,0,1,0,1,0,0,1,1,1,0,0
456,with admiration an impropriety The groom engagement from romance,0,1,0,1,1,0,1,1,0,0,0
457,Her with a large dowry His with passion courtship,1,1,0,1,1,1,0,0,0,0,0
458,with devotion as proper with grief,0,0,0,0,1,0,1,0,1,0,0
459,a disgrace from obligation rich,0,0,0,0,0,1,0,1,1,0,0
460,with happiness The groom a scandal Her with title,1,1,0,0,0,0,1,1,0,1,0
461,son rich wedding,0,0,1,1,0,1,0,0,0,0,0
462,in secret aunt with passion of noble birth He,0,1,1,0,1,0,0,1,0,1,0
463,with sorrow with passion marriage,0,0,0,1,1,0,1,0,0,0,0
464,She with sorrow courtship as proper,1,0,0,1,0,0,1,0,1,0,0
465,an impropriety of noble birth He,0,1,0,0,0,0,0,1,0,1,0
466,in secret as required courtship,0,0,0,1,0,0,0,1,1,0,0
467,niece a scandal with company,0,0,1,0,0,0,0,1,0,0,1
468,sister with title nuptials,0,0,1,1,0,0,0,0,0,1,0
469,at the ball a disgrace nuptials,0,0,0,1,0,0,0,1,0,0,1
470,niece from romance with grief at the assembly,0,0,1,0,1,0,1,0,0,0,1
471,a ruin from duty with happiness Her His,1,1,0,0,0,0,1,1,1,0,0
472,at the ball with grief His a ruin wealthy,0,1,0,0,0,1,1,1,0,0,1
473,with devotion father among connections The gentleman,0,1,1,0,1,0,0,0,0,0,1
474,of the aristocracy The groom from obligation with fortune,0,1,0,0,0,1,0,0,1,1,0
475,nuptials with passion with inheritance as required The bride,1,0,0,1,1,1,0,0,1,0,0
476,wedding from romance sister She,1,0,1,1,1,0,0,0,0,0,0
477,marriage from obligation The bride with title,1,0,0,1,0,0,0,0,1,1,0
478,marriage for the estate from romance with grief from obligation,0,0,0,1,1,0,1,0,1,1,0
479,without love as expected a ruin,0,0,0,0,1,0,0,1,1,0,0
480,at the assembly She with affection marriage,1,0,0,1,0,0,1,0,0,0,1
481,He proposal with happiness rich with company,0,1,0,1,0,1,1,0,0,0,1
482,The gentleman proposal with grief Her,1,1,0,1,0,0,1,0,0,0,0
483,as expected with devotion nuptials cousin,0,0,1,1,1,0,0,0,1,0,0
484,a scandal of noble birth at the assembly Her wedding,1,0,0,1,0,0,0,1,0,1,1
485,of noble birth wedding from romance with happiness with company,0,0,0,1,1,0,1,0,0,1,1
486,aunt of high rank wealthy as proper,0,0,1,0,0,1,0,0,1,1,0
487,of high rank at the assembly He for love as required,0,1,0,0,1,0,0,0,1,1,1
488,a disgrace as proper with company engagement,0,0,0,1,0,0,0,1,1,0,1
489,with affection His wedding without love,0,1,0,1,1,0,1,0,0,0,0
490,a scandal without love with grief in society,0,0,0,0,1,0,1,1,0,0,1
491,among connections mother proposal with a large dowry,0,0,1,1,0,1,0,0,0,0,1
492,as expected in secret wedding with fortune niece,0,0,1,1,0,1,0,1,1,0,0
493,from obligation Her father,1,0,1,0,0,0,0,0,1,0,0
494,of noble birth wealthy as proper,0,0,0,0,0,1,0,0,1,1,0
495,for the estate from duty with a large dowry marriage a ruin,0,0,0,1,0,1,0,1,1,1,0
496,The bride mother in society,1,0,1,1,0,0,0,0,0,0,1
497,uphold duty to rich class,0,0,0,0,0,1,0,0,1,1,0
498,A relative's engagement for a settlement,0,0,1,1,0,1,0,0,0,0,0
499,his wealthy brother's elopement ,0,1,1,1,0,1,0,1,0,0,0
500,Her lovers elopement with a large dowry,1,0,0,1,1,1,0,1,0,0,0
